record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type,genus,species,taxa
28218,7,18,1998,24,PE,M,19,18,7/18/1998,Sat,Rodent Exclosure,Peromyscus,eremicus,Rodent
28219,7,18,1998,24,PE,F,20,24,7/18/1998,Sat,Rodent Exclosure,Peromyscus,eremicus,Rodent
28220,7,18,1998,20,PP,F,21,19,7/18/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28221,7,18,1998,22,PB,F,26,28,7/18/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28222,7,18,1998,12,DM,F,36,54,7/18/1998,Sat,Control,Dipodomys,merriami,Rodent
28223,7,18,1998,19,PB,F,26,20,7/18/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28224,7,18,1998,17,DM,M,36,47,7/18/1998,Sat,Control,Dipodomys,merriami,Rodent
28225,7,18,1998,19,PB,F,25,18,7/18/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28226,7,18,1998,21,PB,F,26,41,7/18/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28227,7,18,1998,1,PP,F,22,14,7/18/1998,Sat,Spectab exclosure,Chaetodipus,penicillatus,Rodent
28228,7,18,1998,2,PP,M,23,16,7/18/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28229,7,18,1998,12,OT,F,19,24,7/18/1998,Sat,Control,Onychomys,torridus,Rodent
28230,7,18,1998,17,DO,M,35,28,7/18/1998,Sat,Control,Dipodomys,ordii,Rodent
28231,7,18,1998,18,PP,F,22,21,7/18/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28232,7,18,1998,20,PF,F,16,11,7/18/1998,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
28234,7,18,1998,17,DM,F,36,44,7/18/1998,Sat,Control,Dipodomys,merriami,Rodent
28235,7,18,1998,1,PP,F,23,17,7/18/1998,Sat,Spectab exclosure,Chaetodipus,penicillatus,Rodent
28236,7,18,1998,12,DM,M,36,45,7/18/1998,Sat,Control,Dipodomys,merriami,Rodent
28237,7,18,1998,21,PB,F,26,22,7/18/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28238,7,18,1998,22,PB,F,26,26,7/18/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28239,7,18,1998,17,PP,F,21,21,7/18/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28240,7,18,1998,1,DO,M,37,42,7/18/1998,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
28241,7,18,1998,12,PP,M,20,12,7/18/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28243,7,19,1998,4,PP,F,22,18,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28244,7,19,1998,8,PP,M,22,17,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28245,7,19,1998,15,PP,F,22,17,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28246,7,19,1998,9,DM,M,34,23,7/19/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28247,7,19,1998,3,PB,F,26,25,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28248,7,19,1998,9,OT,M,20,25,7/19/1998,Sun,Spectab exclosure,Onychomys,torridus,Rodent
28249,7,19,1998,11,PP,F,22,22,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28251,7,19,1998,3,PB,F,26,46,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28252,7,19,1998,8,DM,M,39,46,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28253,7,19,1998,13,OT,F,19,36,7/19/1998,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
28254,7,19,1998,16,PP,F,22,17,7/19/1998,Sun,Rodent Exclosure,Chaetodipus,penicillatus,Rodent
28255,7,19,1998,14,DM,F,35,44,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28256,7,19,1998,6,OT,F,20,35,7/19/1998,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
28257,7,19,1998,15,NL,F,35,187,7/19/1998,Sun,Long-term Krat Exclosure,Neotoma,albigula,Rodent
28258,7,19,1998,3,PP,M,20,15,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28259,7,19,1998,3,PB,F,26,32,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28260,7,19,1998,9,DO,F,33,40,7/19/1998,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
28261,7,19,1998,13,PB,F,27,28,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28262,7,19,1998,14,DM,F,33,31,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28263,7,19,1998,11,OT,M,20,30,7/19/1998,Sun,Control,Onychomys,torridus,Rodent
28264,7,19,1998,3,PB,M,27,26,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28265,7,19,1998,5,PM,F,20,20,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28266,7,19,1998,13,PP,F,21,23,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28267,7,19,1998,14,DM,F,34,41,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28268,7,19,1998,4,PP,F,22,22,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28269,7,19,1998,13,PB,F,27,30,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28270,7,19,1998,5,PM,M,21,23,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28271,7,19,1998,4,PP,M,22,16,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28272,7,19,1998,9,DO,M,36,62,7/19/1998,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
28273,7,19,1998,15,PP,M,20,14,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28274,7,19,1998,10,PM,F,21,25,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28276,7,19,1998,11,PP,F,22,21,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28277,7,19,1998,15,PM,M,20,20,7/19/1998,Sun,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
28278,7,19,1998,10,PM,M,20,21,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28279,7,19,1998,4,DM,F,37,43,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28280,7,19,1998,9,DO,M,35,43,7/19/1998,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
28281,7,19,1998,16,PM,M,20,14,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28282,7,19,1998,4,DM,F,32,43,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28283,7,19,1998,14,DM,M,36,45,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28284,7,19,1998,4,DM,F,35,52,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28285,7,19,1998,6,PB,M,26,33,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28286,7,19,1998,8,PP,F,21,15,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28287,7,19,1998,5,OT,M,21,22,7/19/1998,Sun,Rodent Exclosure,Onychomys,torridus,Rodent
28288,7,19,1998,11,DM,F,35,43,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28289,7,19,1998,9,DM,M,35,48,7/19/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28290,7,19,1998,8,PP,F,20,16,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28291,7,19,1998,15,PB,F,26,19,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28292,7,19,1998,3,PB,M,26,35,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28293,7,19,1998,11,PB,M,24,16,7/19/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28294,7,19,1998,8,PP,M,22,20,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28295,7,19,1998,11,DM,M,36,37,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28296,7,19,1998,9,DM,M,32,28,7/19/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28297,7,19,1998,8,PP,F,22,17,7/19/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28298,7,19,1998,9,DM,F,35,42,7/19/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28299,7,19,1998,14,DM,M,36,35,7/19/1998,Sun,Control,Dipodomys,merriami,Rodent
28300,7,19,1998,3,PP,F,21,20,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28301,7,19,1998,13,PB,F,26,21,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28302,7,19,1998,6,PP,F,20,18,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28303,7,19,1998,13,PB,F,25,36,7/19/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28304,7,19,1998,16,PM,F,21,25,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28305,7,19,1998,3,PB,M,26,25,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28307,7,19,1998,16,PP,F,21,17,7/19/1998,Sun,Rodent Exclosure,Chaetodipus,penicillatus,Rodent
28308,7,19,1998,10,PM,F,20,18,7/19/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28309,7,19,1998,3,PP,F,22,17,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28310,7,19,1998,14,OT,F,19,31,7/19/1998,Sun,Control,Onychomys,torridus,Rodent
28311,7,19,1998,3,PB,F,24,30,7/19/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28312,7,19,1998,9,DM,M,38,52,7/19/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28313,7,19,1998,8,PB,F,27,31,7/19/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28314,7,19,1998,8,DO,M,37,62,7/19/1998,Sun,Control,Dipodomys,ordii,Rodent
28315,7,19,1998,9,DM,F,36,57,7/19/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28316,7,19,1998,8,DO,M,34,49,7/19/1998,Sun,Control,Dipodomys,ordii,Rodent
28317,7,19,1998,8,PB,F,26,20,7/19/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28318,7,19,1998,15,RM,F,16,14,7/19/1998,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
28319,8,22,1998,1,DM,M,34,26,8/22/1998,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
28320,8,22,1998,1,PP,F,21,15,8/22/1998,Sat,Spectab exclosure,Chaetodipus,penicillatus,Rodent
28321,8,22,1998,1,PP,F,21,16,8/22/1998,Sat,Spectab exclosure,Chaetodipus,penicillatus,Rodent
28322,8,22,1998,1,DO,M,37,52,8/22/1998,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
28323,8,22,1998,2,DM,M,36,45,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28324,8,22,1998,2,PP,F,24,18,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28325,8,22,1998,2,DO,M,33,52,8/22/1998,Sat,Control,Dipodomys,ordii,Rodent
28326,8,22,1998,2,PB,F,25,28,8/22/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28327,8,22,1998,2,PP,M,22,16,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28328,8,22,1998,2,NL,F,30,143,8/22/1998,Sat,Control,Neotoma,albigula,Rodent
28329,8,22,1998,2,PP,M,21,11,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28330,8,22,1998,2,PB,F,26,33,8/22/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28331,8,22,1998,7,PP,F,22,15,8/22/1998,Sat,Rodent Exclosure,Chaetodipus,penicillatus,Rodent
28332,8,22,1998,7,PB,M,26,27,8/22/1998,Sat,Rodent Exclosure,Chaetodipus,baileyi,Rodent
28334,8,22,1998,7,PP,M,21,19,8/22/1998,Sat,Rodent Exclosure,Chaetodipus,penicillatus,Rodent
28336,8,22,1998,7,PB,M,26,23,8/22/1998,Sat,Rodent Exclosure,Chaetodipus,baileyi,Rodent
28337,8,22,1998,7,PB,F,27,30,8/22/1998,Sat,Rodent Exclosure,Chaetodipus,baileyi,Rodent
28338,8,22,1998,7,PB,F,25,23,8/22/1998,Sat,Rodent Exclosure,Chaetodipus,baileyi,Rodent
28339,8,22,1998,12,PP,M,21,13,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28340,8,22,1998,12,PP,F,21,16,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28341,8,22,1998,12,DM,F,36,51,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28342,8,22,1998,12,DM,M,37,42,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28343,8,22,1998,12,PB,M,26,28,8/22/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28344,8,22,1998,12,NL,F,33,196,8/22/1998,Sat,Control,Neotoma,albigula,Rodent
28345,8,22,1998,12,PP,M,21,12,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28346,8,22,1998,12,OT,M,20,22,8/22/1998,Sat,Control,Onychomys,torridus,Rodent
28347,8,22,1998,12,DM,M,35,26,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28348,8,22,1998,12,OT,F,20,24,8/22/1998,Sat,Control,Onychomys,torridus,Rodent
28349,8,22,1998,12,DM,F,34,45,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28350,8,22,1998,17,PP,M,22,15,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28351,8,22,1998,17,DM,M,35,23,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28352,8,22,1998,17,DM,F,35,37,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28353,8,22,1998,17,PP,F,21,17,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28354,8,22,1998,17,DM,F,36,45,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28355,8,22,1998,17,PP,F,21,17,8/22/1998,Sat,Control,Chaetodipus,penicillatus,Rodent
28356,8,22,1998,17,DM,F,36,41,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28357,8,22,1998,17,PF,M,16,7,8/22/1998,Sat,Control,Perognathus,flavus,Rodent
28358,8,22,1998,17,DO,M,36,43,8/22/1998,Sat,Control,Dipodomys,ordii,Rodent
28359,8,22,1998,18,PB,M,28,30,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28360,8,22,1998,18,PP,F,22,18,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28361,8,22,1998,18,PB,M,29,48,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28362,8,22,1998,18,PB,F,26,34,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28363,8,22,1998,18,PP,M,22,14,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28364,8,22,1998,18,PP,M,22,16,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28365,8,22,1998,18,OT,M,20,23,8/22/1998,Sat,Short-term Krat Exclosure,Onychomys,torridus,Rodent
28366,8,22,1998,19,PP,F,22,15,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28367,8,22,1998,19,PP,M,21,14,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28368,8,22,1998,19,PB,M,26,29,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28369,8,22,1998,19,PP,F,21,14,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28370,8,22,1998,19,PM,F,19,21,8/22/1998,Sat,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
28371,8,22,1998,19,PB,F,25,28,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28372,8,22,1998,19,PB,M,26,27,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28373,8,22,1998,19,PP,F,21,14,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28374,8,22,1998,19,PB,M,26,27,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28375,8,22,1998,19,PB,M,26,28,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28376,8,22,1998,20,PP,F,20,11,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28377,8,22,1998,20,PP,F,22,15,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28378,8,22,1998,20,PM,M,20,9,8/22/1998,Sat,Short-term Krat Exclosure,Peromyscus,maniculatus,Rodent
28379,8,22,1998,20,PF,F,15,8,8/22/1998,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
28380,8,22,1998,20,PF,F,16,7,8/22/1998,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
28381,8,22,1998,20,PP,M,22,9,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28382,8,22,1998,20,PP,M,22,17,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28383,8,22,1998,20,PP,M,22,14,8/22/1998,Sat,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28384,8,22,1998,21,PB,M,26,26,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28385,8,22,1998,21,PB,M,26,42,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28386,8,22,1998,21,PP,M,21,16,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28387,8,22,1998,21,PB,F,25,33,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28388,8,22,1998,21,OT,F,19,24,8/22/1998,Sat,Long-term Krat Exclosure,Onychomys,torridus,Rodent
28389,8,22,1998,21,PB,M,26,26,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28390,8,22,1998,21,PB,M,27,29,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28391,8,22,1998,21,PB,F,26,28,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28393,8,22,1998,21,PB,F,25,33,8/22/1998,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28394,8,22,1998,22,OT,M,19,30,8/22/1998,Sat,Control,Onychomys,torridus,Rodent
28395,8,22,1998,22,DM,M,37,42,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28396,8,22,1998,22,DM,M,35,44,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28397,8,22,1998,22,PB,F,27,26,8/22/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28398,8,22,1998,22,DM,F,36,47,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28399,8,22,1998,22,PB,F,26,28,8/22/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28400,8,22,1998,22,DM,F,35,43,8/22/1998,Sat,Control,Dipodomys,merriami,Rodent
28401,8,22,1998,22,PB,F,26,26,8/22/1998,Sat,Control,Chaetodipus,baileyi,Rodent
28402,8,22,1998,24,PM,M,20,19,8/22/1998,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28403,8,22,1998,24,PE,F,19,26,8/22/1998,Sat,Rodent Exclosure,Peromyscus,eremicus,Rodent
28405,8,23,1998,3,PB,M,26,31,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28406,8,23,1998,3,PP,F,21,17,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28407,8,23,1998,3,PB,M,26,26,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28408,8,23,1998,3,PB,M,26,25,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28409,8,23,1998,3,PP,M,22,14,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28410,8,23,1998,3,PB,F,26,34,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28412,8,23,1998,3,PB,F,27,29,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28413,8,23,1998,3,PB,M,26,20,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28414,8,23,1998,3,PP,F,21,16,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28415,8,23,1998,3,PB,M,25,18,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28416,8,23,1998,3,PB,F,25,30,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28417,8,23,1998,3,PB,F,26,26,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28418,8,23,1998,4,PP,M,22,17,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28419,8,23,1998,4,OT,M,19,18,8/23/1998,Sun,Control,Onychomys,torridus,Rodent
28420,8,23,1998,4,DM,M,36,49,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28421,8,23,1998,4,DM,F,37,40,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28422,8,23,1998,4,PP,M,20,8,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28423,8,23,1998,4,DM,F,35,47,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28424,8,23,1998,4,PB,M,28,32,8/23/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28425,8,23,1998,4,DM,M,35,46,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28426,8,23,1998,4,PP,F,22,16,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28427,8,23,1998,5,PM,F,18,19,8/23/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28428,8,23,1998,5,PM,M,19,21,8/23/1998,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
28429,8,23,1998,6,PE,F,20,18,8/23/1998,Sun,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
28430,8,23,1998,6,PE,M,19,18,8/23/1998,Sun,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
28431,8,23,1998,6,OT,F,19,22,8/23/1998,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
28432,8,23,1998,6,PB,F,27,38,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28433,8,23,1998,6,PP,F,22,17,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28434,8,23,1998,6,PB,M,25,18,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28435,8,23,1998,6,PB,M,27,37,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28436,8,23,1998,6,OT,M,20,28,8/23/1998,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
28437,8,23,1998,8,PB,M,27,29,8/23/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28438,8,23,1998,8,DM,M,38,45,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28439,8,23,1998,8,PP,M,21,11,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28440,8,23,1998,8,PB,M,26,22,8/23/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28441,8,23,1998,8,PB,M,27,29,8/23/1998,Sun,Control,Chaetodipus,baileyi,Rodent
28442,8,23,1998,8,DO,M,39,57,8/23/1998,Sun,Control,Dipodomys,ordii,Rodent
28443,8,23,1998,8,PP,F,23,17,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28444,8,23,1998,8,DO,M,34,47,8/23/1998,Sun,Control,Dipodomys,ordii,Rodent
28445,8,23,1998,9,DM,M,36,29,8/23/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28446,8,23,1998,9,DM,M,35,28,8/23/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28447,8,23,1998,9,PP,M,23,17,8/23/1998,Sun,Spectab exclosure,Chaetodipus,penicillatus,Rodent
28448,8,23,1998,9,DM,M,38,48,8/23/1998,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
28450,8,23,1998,11,PP,F,21,16,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28451,8,23,1998,11,PP,F,22,17,8/23/1998,Sun,Control,Chaetodipus,penicillatus,Rodent
28452,8,23,1998,11,DM,F,35,41,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28453,8,23,1998,11,DM,M,37,37,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28454,8,23,1998,11,DM,F,36,42,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28455,8,23,1998,13,PP,F,21,16,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28456,8,23,1998,13,PB,F,26,32,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28457,8,23,1998,13,PB,F,26,29,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28458,8,23,1998,13,PP,M,21,13,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28459,8,23,1998,13,OT,M,20,26,8/23/1998,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
28460,8,23,1998,13,PB,M,26,26,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28461,8,23,1998,13,PB,F,25,34,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28463,8,23,1998,13,PP,F,22,14,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
28464,8,23,1998,13,PB,M,25,20,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28465,8,23,1998,13,PB,F,26,31,8/23/1998,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
28466,8,23,1998,14,DM,F,34,42,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28467,8,23,1998,14,DM,F,35,40,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28468,8,23,1998,14,DM,M,36,36,8/23/1998,Sun,Control,Dipodomys,merriami,Rodent
28470,8,23,1998,14,PM,F,20,19,8/23/1998,Sun,Control,Peromyscus,maniculatus,Rodent
28471,8,23,1998,15,PP,F,21,13,8/23/1998,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
