plot_id,species_id,sex,weight,date,plot_type
3,PB,M,46,12/8/2002,Long-term Krat Exclosure
4,PP,M,14,12/8/2002,Control
4,PB,F,24,12/8/2002,Control
4,PB,F,29,12/8/2002,Control
4,DO,M,54,12/8/2002,Control
4,OT,M,21,12/8/2002,Control
6,PF,F,6,12/8/2002,Short-term Krat Exclosure
6,PB,F,27,12/8/2002,Short-term Krat Exclosure
6,DO,F,50,12/8/2002,Short-term Krat Exclosure
6,PB,F,30,12/8/2002,Short-term Krat Exclosure
6,PB,F,27,12/8/2002,Short-term Krat Exclosure
6,PB,M,45,12/8/2002,Short-term Krat Exclosure
6,DO,M,49,12/8/2002,Short-term Krat Exclosure
6,PB,F,37,12/8/2002,Short-term Krat Exclosure
11,PP,M,18,12/8/2002,Control
11,PB,F,26,12/8/2002,Control
9,PB,F,30,12/8/2002,Spectab exclosure
9,OT,M,25,12/8/2002,Spectab exclosure
9,PB,M,24,12/8/2002,Spectab exclosure
8,PB,F,30,12/8/2002,Control
13,PB,M,33,12/8/2002,Short-term Krat Exclosure
14,DM,F,49,12/8/2002,Control
14,DM,F,41,12/8/2002,Control
15,PB,M,36,12/8/2002,Long-term Krat Exclosure
15,PB,F,31,12/8/2002,Long-term Krat Exclosure
15,PB,M,38,12/8/2002,Long-term Krat Exclosure
15,PB,F,29,12/8/2002,Long-term Krat Exclosure
5,PP,M,19,12/8/2002,Rodent Exclosure
1,DO,F,52,12/29/2002,Spectab exclosure
1,DO,F,40,12/29/2002,Spectab exclosure
1,PP,F,19,12/29/2002,Spectab exclosure
2,OT,M,23,12/29/2002,Control
2,PP,M,14,12/29/2002,Control
2,PB,F,26,12/29/2002,Control
2,PB,M,44,12/29/2002,Control
12,DO,F,49,12/29/2002,Control
19,PB,M,35,12/29/2002,Long-term Krat Exclosure
19,PB,F,33,12/29/2002,Long-term Krat Exclosure
19,PP,M,16,12/29/2002,Long-term Krat Exclosure
19,PE,M,22,12/29/2002,Long-term Krat Exclosure
18,PB,F,30,12/29/2002,Short-term Krat Exclosure
18,PB,F,29,12/29/2002,Short-term Krat Exclosure
18,PB,F,28,12/29/2002,Short-term Krat Exclosure
18,PB,F,27,12/29/2002,Short-term Krat Exclosure
18,NL,F,150,12/29/2002,Short-term Krat Exclosure
17,DM,M,47,12/29/2002,Control
17,DM,F,47,12/29/2002,Control
17,DM,M,39,12/29/2002,Control
17,PB,M,45,12/29/2002,Control
20,PB,M,42,12/29/2002,Short-term Krat Exclosure
20,PB,F,25,12/29/2002,Short-term Krat Exclosure
20,PB,M,47,12/29/2002,Short-term Krat Exclosure
20,NL,F,148,12/29/2002,Short-term Krat Exclosure
21,PB,M,42,12/29/2002,Long-term Krat Exclosure
21,PB,F,26,12/29/2002,Long-term Krat Exclosure
21,PB,M,31,12/29/2002,Long-term Krat Exclosure
21,PB,F,35,12/29/2002,Long-term Krat Exclosure
21,PB,F,27,12/29/2002,Long-term Krat Exclosure
21,PB,F,26,12/29/2002,Long-term Krat Exclosure
22,PB,M,46,12/29/2002,Control
22,PB,F,26,12/29/2002,Control
22,PB,M,39,12/29/2002,Control
24,NL,M,224,12/29/2002,Rodent Exclosure
16,PB,M,31,12/29/2002,Rodent Exclosure
23,PE,F,23,12/29/2002,Rodent Exclosure
23,PB,F,24,12/29/2002,Rodent Exclosure
4,DO,M,47,12/31/2002,Control
6,PB,F,27,12/31/2002,Short-term Krat Exclosure
6,PF,M,8,12/31/2002,Short-term Krat Exclosure
6,PB,F,35,12/31/2002,Short-term Krat Exclosure
11,PP,M,18,12/31/2002,Control
9,DM,F,44,12/31/2002,Spectab exclosure
9,PB,F,27,12/31/2002,Spectab exclosure
8,OT,F,24,12/31/2002,Control
14,DM,F,48,12/31/2002,Control
14,DM,M,56,12/31/2002,Control
14,DM,M,53,12/31/2002,Control
14,DM,F,42,12/31/2002,Control
14,DM,F,46,12/31/2002,Control
15,PB,F,31,12/31/2002,Long-term Krat Exclosure
15,PB,F,34,12/31/2002,Long-term Krat Exclosure
7,DO,M,51,12/31/2002,Rodent Exclosure
