record_id,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type
28508,20,PP,M,21,18,9/19/1998,Sat,Short-term Krat Exclosure
28521,21,PB,M,26,39,9/19/1998,Sat,Long-term Krat Exclosure
28522,21,PB,M,26,31,9/19/1998,Sat,Long-term Krat Exclosure
28524,22,PB,M,26,29,9/19/1998,Sat,Control
28527,22,PB,F,26,28,9/19/1998,Sat,Control
28530,22,PB,M,27,27,9/19/1998,Sat,Control
28542,1,DO,F,33,53,9/20/1998,Sun,Spectab exclosure
28544,1,PP,F,21,13,9/20/1998,Sun,Spectab exclosure
28546,1,DO,F,37,61,9/20/1998,Sun,Spectab exclosure
28549,1,DO,M,36,54,9/20/1998,Sun,Spectab exclosure
28557,2,OT,M,20,20,9/20/1998,Sun,Control
28560,2,PB,F,26,35,9/20/1998,Sun,Control
28561,2,DM,M,35,28,9/20/1998,Sun,Control
28564,3,PP,M,22,15,9/20/1998,Sun,Long-term Krat Exclosure
28565,3,PB,M,26,27,9/20/1998,Sun,Long-term Krat Exclosure
28566,3,PB,M,26,30,9/20/1998,Sun,Long-term Krat Exclosure
28569,3,PB,F,26,38,9/20/1998,Sun,Long-term Krat Exclosure
28580,4,PP,F,22,17,9/20/1998,Sun,Control
28583,6,PB,M,26,29,9/20/1998,Sun,Short-term Krat Exclosure
28585,7,PB,M,26,25,9/20/1998,Sun,Rodent Exclosure
28592,8,DO,M,37,56,9/20/1998,Sun,Control
28593,8,PP,M,20,13,9/20/1998,Sun,Control
28597,8,PP,M,20,11,9/20/1998,Sun,Control
28599,9,PP,M,22,17,9/20/1998,Sun,Spectab exclosure
28601,13,OT,F,20,26,9/20/1998,Sun,Short-term Krat Exclosure
28602,13,DM,M,37,43,9/20/1998,Sun,Short-term Krat Exclosure
28603,13,PP,M,20,13,9/20/1998,Sun,Short-term Krat Exclosure
28605,13,PB,M,25,27,9/20/1998,Sun,Short-term Krat Exclosure
28611,14,PP,M,22,11,9/20/1998,Sun,Control
28614,14,DM,F,31,42,9/20/1998,Sun,Control
28615,14,DM,M,36,39,9/20/1998,Sun,Control
28616,10,PM,M,21,19,9/21/1998,Mon,Rodent Exclosure
28617,11,PP,M,21,13,9/21/1998,Mon,Control
28619,11,DO,M,35,48,9/21/1998,Mon,Control
28620,11,PP,F,22,16,9/21/1998,Mon,Control
28622,11,DO,M,34,45,9/21/1998,Mon,Control
28637,16,PM,F,21,26,9/21/1998,Mon,Rodent Exclosure
28638,17,DM,M,36,35,9/21/1998,Mon,Control
28646,17,PP,F,22,16,9/21/1998,Mon,Control
28647,17,DM,F,35,40,9/21/1998,Mon,Control
28651,1,PP,F,21,13,10/24/1998,Sat,Spectab exclosure
28661,2,DO,M,33,50,10/24/1998,Sat,Control
28663,2,DM,M,37,44,10/24/1998,Sat,Control
28664,2,OT,F,21,28,10/24/1998,Sat,Control
28667,7,PB,M,26,25,10/24/1998,Sat,Rodent Exclosure
28668,7,PM,F,20,25,10/24/1998,Sat,Rodent Exclosure
28673,12,DM,F,34,47,10/24/1998,Sat,Control
28674,12,DM,M,36,44,10/24/1998,Sat,Control
28678,12,DM,F,33,45,10/24/1998,Sat,Control
28685,17,DM,F,36,37,10/24/1998,Sat,Control
28686,17,DM,F,35,40,10/24/1998,Sat,Control
28689,18,OT,F,20,24,10/24/1998,Sat,Short-term Krat Exclosure
28700,19,PP,M,22,15,10/24/1998,Sat,Long-term Krat Exclosure
28703,19,PB,M,26,27,10/24/1998,Sat,Long-term Krat Exclosure
28704,19,PB,M,25,28,10/24/1998,Sat,Long-term Krat Exclosure
28711,21,PB,M,26,28,10/24/1998,Sat,Long-term Krat Exclosure
28712,21,PB,F,26,32,10/24/1998,Sat,Long-term Krat Exclosure
28715,21,PB,M,26,28,10/24/1998,Sat,Long-term Krat Exclosure
28716,21,PB,F,25,33,10/24/1998,Sat,Long-term Krat Exclosure
28726,23,PM,M,21,18,10/24/1998,Sat,Rodent Exclosure
28736,3,OT,F,20,24,10/25/1998,Sun,Long-term Krat Exclosure
28737,3,PB,M,26,37,10/25/1998,Sun,Long-term Krat Exclosure
28743,3,PB,M,26,24,10/25/1998,Sun,Long-term Krat Exclosure
28750,4,DM,M,35,36,10/25/1998,Sun,Control
28755,6,PM,M,22,22,10/25/1998,Sun,Short-term Krat Exclosure
28766,9,DM,F,34,41,10/25/1998,Sun,Spectab exclosure
28767,9,DM,F,35,39,10/25/1998,Sun,Spectab exclosure
28772,11,DO,M,36,45,10/25/1998,Sun,Control
28773,11,DO,M,35,53,10/25/1998,Sun,Control
28774,11,DM,M,35,37,10/25/1998,Sun,Control
28781,13,PB,M,26,25,10/25/1998,Sun,Short-term Krat Exclosure
28784,13,OT,F,20,26,10/25/1998,Sun,Short-term Krat Exclosure
28787,14,DM,F,34,36,10/25/1998,Sun,Control
28789,15,PB,M,25,25,10/25/1998,Sun,Long-term Krat Exclosure
28791,16,OT,F,19,21,10/25/1998,Sun,Rodent Exclosure
28798,2,DM,M,36,46,11/21/1998,Sat,Control
28799,2,DM,F,35,34,11/21/1998,Sat,Control
28802,2,DO,M,32,42,11/21/1998,Sat,Control
28804,2,PB,F,26,27,11/21/1998,Sat,Control
28807,12,DM,F,36,42,11/21/1998,Sat,Control
28816,12,DM,M,35,40,11/21/1998,Sat,Control
28824,17,DM,M,36,49,11/21/1998,Sat,Control
28825,17,DM,F,34,42,11/21/1998,Sat,Control
28829,17,DO,M,35,52,11/21/1998,Sat,Control
28830,18,PB,M,24,21,11/21/1998,Sat,Short-term Krat Exclosure
28841,20,RM,M,17,8,11/21/1998,Sat,Short-term Krat Exclosure
28851,21,PB,M,25,45,11/21/1998,Sat,Long-term Krat Exclosure
28852,21,PB,F,25,33,11/21/1998,Sat,Long-term Krat Exclosure
28853,21,PB,M,26,30,11/21/1998,Sat,Long-term Krat Exclosure
28856,22,PB,F,26,29,11/21/1998,Sat,Control
28862,24,NL,M,32,164,11/21/1998,Sat,Rodent Exclosure
28864,3,PB,M,26,28,11/22/1998,Sun,Long-term Krat Exclosure
28865,3,PB,F,27,26,11/22/1998,Sun,Long-term Krat Exclosure
28866,3,PB,F,26,35,11/22/1998,Sun,Long-term Krat Exclosure
28867,3,PB,M,26,30,11/22/1998,Sun,Long-term Krat Exclosure
28870,3,OT,M,20,22,11/22/1998,Sun,Long-term Krat Exclosure
28874,4,DM,M,37,43,11/22/1998,Sun,Control
28875,4,DM,M,36,40,11/22/1998,Sun,Control
28876,4,DM,F,35,46,11/22/1998,Sun,Control
28877,4,DM,M,37,48,11/22/1998,Sun,Control
28878,4,DM,M,36,48,11/22/1998,Sun,Control
28885,5,OT,M,20,24,11/22/1998,Sun,Rodent Exclosure
28886,6,PB,M,27,39,11/22/1998,Sun,Short-term Krat Exclosure
28888,6,OT,M,20,27,11/22/1998,Sun,Short-term Krat Exclosure
28889,6,OT,F,21,23,11/22/1998,Sun,Short-term Krat Exclosure
28892,8,DM,M,35,39,11/22/1998,Sun,Control
28893,8,OT,F,20,26,11/22/1998,Sun,Control
28896,8,DO,M,37,59,11/22/1998,Sun,Control
28897,8,DM,M,36,37,11/22/1998,Sun,Control
28903,11,DO,M,36,49,11/22/1998,Sun,Control
28904,11,DM,M,36,39,11/22/1998,Sun,Control
28908,13,DM,M,34,55,11/22/1998,Sun,Short-term Krat Exclosure
28915,14,DM,F,36,45,11/22/1998,Sun,Control
28919,1,DM,F,34,39,12/22/1998,Tue,Spectab exclosure
28926,2,DM,F,34,36,12/22/1998,Tue,Control
28933,12,DM,F,35,45,12/22/1998,Tue,Control
28934,12,DM,M,37,37,12/22/1998,Tue,Control
28936,12,DM,M,37,39,12/22/1998,Tue,Control
28939,19,PB,F,25,31,12/22/1998,Tue,Long-term Krat Exclosure
28945,18,PB,M,25,22,12/22/1998,Tue,Short-term Krat Exclosure
28946,18,OT,F,20,27,12/22/1998,Tue,Short-term Krat Exclosure
28947,18,RM,M,17,10,12/22/1998,Tue,Short-term Krat Exclosure
28954,17,DM,F,35,46,12/22/1998,Tue,Control
28963,22,DM,M,37,44,12/22/1998,Tue,Control
28966,22,DM,F,35,45,12/22/1998,Tue,Control
28967,22,PB,F,26,28,12/22/1998,Tue,Control
28969,22,PB,F,27,29,12/22/1998,Tue,Control
28971,24,PM,M,22,29,12/22/1998,Tue,Rodent Exclosure
28976,3,PB,M,25,28,12/23/1998,Wed,Long-term Krat Exclosure
28980,4,DM,F,35,39,12/23/1998,Wed,Control
28983,4,DM,M,37,44,12/23/1998,Wed,Control
28985,4,DM,M,35,40,12/23/1998,Wed,Control
28991,11,DM,M,36,43,12/23/1998,Wed,Control
28992,11,DM,F,35,44,12/23/1998,Wed,Control
28994,9,DM,F,35,42,12/23/1998,Wed,Spectab exclosure
28998,9,DM,M,37,45,12/23/1998,Wed,Spectab exclosure
29000,8,DO,M,35,45,12/23/1998,Wed,Control
29004,13,OT,F,20,28,12/23/1998,Wed,Short-term Krat Exclosure
29006,13,DM,M,37,49,12/23/1998,Wed,Short-term Krat Exclosure
29009,13,DM,F,36,39,12/23/1998,Wed,Short-term Krat Exclosure
29010,13,PB,F,26,33,12/23/1998,Wed,Short-term Krat Exclosure
29012,14,DM,M,37,48,12/23/1998,Wed,Control
29015,14,DM,M,37,50,12/23/1998,Wed,Control
29016,14,DM,M,35,41,12/23/1998,Wed,Control
29022,10,PM,M,22,24,12/23/1998,Wed,Rodent Exclosure
30160,1,DO,M,35,53,1/8/2000,Sat,Spectab exclosure
30161,1,PP,F,21,17,1/8/2000,Sat,Spectab exclosure
30162,1,DM,M,36,50,1/8/2000,Sat,Spectab exclosure
30164,1,PB,M,26,27,1/8/2000,Sat,Spectab exclosure
30170,2,PP,M,21,17,1/8/2000,Sat,Control
30171,2,DO,M,36,52,1/8/2000,Sat,Control
30173,2,DO,F,35,54,1/8/2000,Sat,Control
30177,12,DO,F,32,54,1/8/2000,Sat,Control
30179,12,DM,M,36,60,1/8/2000,Sat,Control
30185,12,OT,F,20,25,1/8/2000,Sat,Control
30186,19,PB,F,25,34,1/8/2000,Sat,Long-term Krat Exclosure
30187,19,PB,F,26,36,1/8/2000,Sat,Long-term Krat Exclosure
30200,17,PB,M,26,31,1/8/2000,Sat,Control
30203,20,PB,M,26,42,1/8/2000,Sat,Short-term Krat Exclosure
30207,21,PB,F,25,32,1/8/2000,Sat,Long-term Krat Exclosure
30208,21,PP,M,22,14,1/8/2000,Sat,Long-term Krat Exclosure
30210,22,DM,M,38,56,1/8/2000,Sat,Control
30213,22,PB,F,26,34,1/8/2000,Sat,Control
30214,22,PB,M,26,22,1/8/2000,Sat,Control
30224,3,PB,F,26,28,1/10/2000,Mon,Long-term Krat Exclosure
30229,4,SH,M,30,72,1/10/2000,Mon,Control
30231,4,PP,M,23,17,1/10/2000,Mon,Control
30234,6,OT,M,20,27,1/10/2000,Mon,Short-term Krat Exclosure
30235,6,PP,M,23,21,1/10/2000,Mon,Short-term Krat Exclosure
30236,6,PP,M,22,16,1/10/2000,Mon,Short-term Krat Exclosure
30246,11,DM,F,33,54,1/10/2000,Mon,Control
30250,9,DM,M,35,27,1/10/2000,Mon,Spectab exclosure
30260,8,PP,F,22,15,1/10/2000,Mon,Control
30266,13,PB,M,26,32,1/10/2000,Mon,Short-term Krat Exclosure
30267,13,PB,M,25,30,1/10/2000,Mon,Short-term Krat Exclosure
30268,13,PB,M,25,31,1/10/2000,Mon,Short-term Krat Exclosure
30270,14,PP,M,19,13,1/10/2000,Mon,Control
30271,14,DM,M,34,41,1/10/2000,Mon,Control
30277,15,OT,F,20,19,1/10/2000,Mon,Long-term Krat Exclosure
30278,15,PP,M,21,16,1/10/2000,Mon,Long-term Krat Exclosure
30282,5,PP,F,22,19,1/10/2000,Mon,Rodent Exclosure
30289,1,DO,F,35,48,2/5/2000,Sat,Spectab exclosure
30290,1,DO,F,36,65,2/5/2000,Sat,Spectab exclosure
30301,2,PP,M,22,18,2/5/2000,Sat,Control
30302,2,PP,F,22,17,2/5/2000,Sat,Control
30307,2,NL,F,33,185,2/5/2000,Sat,Control
30311,12,PB,M,27,43,2/5/2000,Sat,Control
30312,12,PB,M,25,24,2/5/2000,Sat,Control
30314,12,DO,M,33,54,2/5/2000,Sat,Control
30321,19,PB,F,25,23,2/5/2000,Sat,Long-term Krat Exclosure
30328,17,DM,F,34,42,2/5/2000,Sat,Control
30334,20,PP,F,22,17,2/5/2000,Sat,Short-term Krat Exclosure
30336,20,PP,M,22,19,2/5/2000,Sat,Short-term Krat Exclosure
30338,21,PB,F,25,32,2/5/2000,Sat,Long-term Krat Exclosure
30340,21,PB,F,24,24,2/5/2000,Sat,Long-term Krat Exclosure
30342,22,PP,F,23,23,2/5/2000,Sat,Control
30348,22,PB,F,25,24,2/5/2000,Sat,Control
30349,22,PB,F,26,29,2/5/2000,Sat,Control
30350,22,PB,M,25,24,2/5/2000,Sat,Control
30356,7,OT,M,19,25,2/5/2000,Sat,Rodent Exclosure
30364,3,PB,F,28,33,2/6/2000,Sun,Long-term Krat Exclosure
30365,4,PB,F,23,31,2/6/2000,Sun,Control
30368,4,PB,M,25,42,2/6/2000,Sun,Control
30369,4,DM,M,35,50,2/6/2000,Sun,Control
30374,6,PB,F,25,37,2/6/2000,Sun,Short-term Krat Exclosure
30379,11,DM,F,34,46,2/6/2000,Sun,Control
30380,11,OT,M,20,25,2/6/2000,Sun,Control
30381,11,PB,M,26,33,2/6/2000,Sun,Control
30382,11,DM,M,36,46,2/6/2000,Sun,Control
30385,9,PB,F,25,23,2/6/2000,Sun,Spectab exclosure
30387,9,DM,M,34,45,2/6/2000,Sun,Spectab exclosure
30390,9,PB,M,25,41,2/6/2000,Sun,Spectab exclosure
30392,8,PB,M,24,32,2/6/2000,Sun,Control
30393,8,PB,F,24,34,2/6/2000,Sun,Control
30396,8,DO,M,34,51,2/6/2000,Sun,Control
30401,8,DO,M,36,57,2/6/2000,Sun,Control
30405,13,PP,M,20,15,2/6/2000,Sun,Short-term Krat Exclosure
30406,13,PB,F,25,42,2/6/2000,Sun,Short-term Krat Exclosure
30409,14,DM,M,34,53,2/6/2000,Sun,Control
30413,14,PP,M,23,19,2/6/2000,Sun,Control
30419,16,PP,F,19,23,2/6/2000,Sun,Rodent Exclosure
30422,1,DO,F,36,46,3/4/2000,Sat,Spectab exclosure
30432,2,PP,F,23,17,3/4/2000,Sat,Control
30435,2,RM,F,17,13,3/4/2000,Sat,Control
30436,2,PB,M,26,30,3/4/2000,Sat,Control
30437,2,PB,M,26,47,3/4/2000,Sat,Control
30438,2,PB,F,27,42,3/4/2000,Sat,Control
30440,2,PB,F,25,26,3/4/2000,Sat,Control
30441,2,PB,F,25,31,3/4/2000,Sat,Control
30444,12,PP,M,19,13,3/4/2000,Sat,Control
30458,19,PB,F,25,44,3/4/2000,Sat,Long-term Krat Exclosure
30461,19,PB,M,27,31,3/4/2000,Sat,Long-term Krat Exclosure
30464,18,PB,M,25,26,3/4/2000,Sat,Short-term Krat Exclosure
30465,18,PB,M,26,41,3/4/2000,Sat,Short-term Krat Exclosure
30467,18,PB,M,26,33,3/4/2000,Sat,Short-term Krat Exclosure
30471,17,DM,F,36,44,3/4/2000,Sat,Control
30472,17,DM,M,36,49,3/4/2000,Sat,Control
30482,22,PB,M,26,37,3/4/2000,Sat,Control
30483,22,PB,F,26,24,3/4/2000,Sat,Control
30490,21,PB,M,25,40,3/4/2000,Sat,Long-term Krat Exclosure
30493,20,PB,M,27,45,3/4/2000,Sat,Short-term Krat Exclosure
30504,3,PB,F,27,40,3/5/2000,Sun,Long-term Krat Exclosure
30507,4,PB,F,25,32,3/5/2000,Sun,Control
30511,4,PB,M,26,40,3/5/2000,Sun,Control
30514,4,PP,M,22,18,3/5/2000,Sun,Control
30517,6,PB,M,28,49,3/5/2000,Sun,Short-term Krat Exclosure
30520,6,RM,M,19,13,3/5/2000,Sun,Short-term Krat Exclosure
30521,6,PB,F,25,31,3/5/2000,Sun,Short-term Krat Exclosure
30522,6,PP,M,21,17,3/5/2000,Sun,Short-term Krat Exclosure
30529,11,DM,M,37,50,3/5/2000,Sun,Control
30536,9,OT,M,20,28,3/5/2000,Sun,Spectab exclosure
30539,9,PP,M,21,14,3/5/2000,Sun,Spectab exclosure
30540,8,DO,F,36,43,3/5/2000,Sun,Control
30544,8,PB,F,25,31,3/5/2000,Sun,Control
30551,13,PP,M,22,17,3/5/2000,Sun,Short-term Krat Exclosure
30552,13,PP,M,23,21,3/5/2000,Sun,Short-term Krat Exclosure
30553,13,PB,F,25,31,3/5/2000,Sun,Short-term Krat Exclosure
30555,13,OT,M,20,25,3/5/2000,Sun,Short-term Krat Exclosure
30559,14,PP,M,21,19,3/5/2000,Sun,Control
30561,14,OT,M,21,30,3/5/2000,Sun,Control
30563,14,DM,F,36,48,3/5/2000,Sun,Control
30564,14,DM,M,36,47,3/5/2000,Sun,Control
30565,14,DM,F,36,41,3/5/2000,Sun,Control
30567,15,OT,M,20,26,3/5/2000,Sun,Long-term Krat Exclosure
30570,15,PP,F,21,14,3/5/2000,Sun,Long-term Krat Exclosure
30572,15,PP,M,23,21,3/5/2000,Sun,Long-term Krat Exclosure
30574,15,PP,F,21,16,3/5/2000,Sun,Long-term Krat Exclosure
30575,15,PP,M,22,20,3/5/2000,Sun,Long-term Krat Exclosure
30576,16,DO,M,35,41,3/5/2000,Sun,Rodent Exclosure
30579,16,OT,M,20,24,3/5/2000,Sun,Rodent Exclosure
30582,1,DO,M,34,53,4/30/2000,Sun,Spectab exclosure
30583,1,DO,F,36,49,4/30/2000,Sun,Spectab exclosure
30587,1,PB,F,26,35,4/30/2000,Sun,Spectab exclosure
30588,1,PP,M,20,14,4/30/2000,Sun,Spectab exclosure
30590,19,PB,F,26,37,4/30/2000,Sun,Long-term Krat Exclosure
30591,19,PB,F,25,38,4/30/2000,Sun,Long-term Krat Exclosure
30594,18,PP,F,23,16,4/30/2000,Sun,Short-term Krat Exclosure
30596,18,PB,M,25,31,4/30/2000,Sun,Short-term Krat Exclosure
30597,18,PP,F,24,16,4/30/2000,Sun,Short-term Krat Exclosure
30602,17,DO,M,34,39,4/30/2000,Sun,Control
30611,2,PB,M,26,41,4/30/2000,Sun,Control
30612,2,DO,F,34,42,4/30/2000,Sun,Control
30613,12,OT,M,21,29,4/30/2000,Sun,Control
30616,12,PB,F,25,34,4/30/2000,Sun,Control
30617,12,PP,F,21,16,4/30/2000,Sun,Control
30618,12,PP,F,21,20,4/30/2000,Sun,Control
30619,12,OT,F,20,35,4/30/2000,Sun,Control
30625,22,PB,F,25,30,4/30/2000,Sun,Control
30630,22,DM,M,37,56,4/30/2000,Sun,Control
30631,21,PB,M,26,21,4/30/2000,Sun,Long-term Krat Exclosure
30634,21,PB,F,26,39,4/30/2000,Sun,Long-term Krat Exclosure
30637,21,PB,M,26,17,4/30/2000,Sun,Long-term Krat Exclosure
30643,23,RM,M,15,9,4/30/2000,Sun,Rodent Exclosure
30732,2,PB,M,27,43,6/3/2000,Sat,Control
30733,2,PP,M,27,10,6/3/2000,Sat,Control
30736,2,PB,F,25,33,6/3/2000,Sat,Control
30737,2,PB,F,26,40,6/3/2000,Sat,Control
30742,12,DM,F,36,47,6/3/2000,Sat,Control
30744,12,OT,F,20,26,6/3/2000,Sat,Control
30748,12,DO,M,36,47,6/3/2000,Sat,Control
30750,12,PB,F,26,33,6/3/2000,Sat,Control
30754,19,PP,M,23,20,6/3/2000,Sat,Long-term Krat Exclosure
30755,19,PB,M,26,41,6/3/2000,Sat,Long-term Krat Exclosure
30757,19,PP,F,22,18,6/3/2000,Sat,Long-term Krat Exclosure
30758,19,PB,M,26,29,6/3/2000,Sat,Long-term Krat Exclosure
30759,19,PB,M,26,16,6/3/2000,Sat,Long-term Krat Exclosure
30762,18,PB,M,25,27,6/3/2000,Sat,Short-term Krat Exclosure
30764,18,PB,F,25,35,6/3/2000,Sat,Short-term Krat Exclosure
30765,18,SH,M,26,35,6/3/2000,Sat,Short-term Krat Exclosure
30767,17,DM,F,34,38,6/3/2000,Sat,Control
30770,17,PP,M,22,22,6/3/2000,Sat,Control
30771,17,PP,M,23,15,6/3/2000,Sat,Control
30774,17,PP,M,22,18,6/3/2000,Sat,Control
30776,17,DO,F,36,55,6/3/2000,Sat,Control
30780,20,PP,M,22,18,6/3/2000,Sat,Short-term Krat Exclosure
30782,20,NL,F,33,170,6/3/2000,Sat,Short-term Krat Exclosure
30788,21,PB,F,25,39,6/3/2000,Sat,Long-term Krat Exclosure
30794,22,PB,F,26,36,6/3/2000,Sat,Control
30801,24,PP,F,21,17,6/3/2000,Sat,Rodent Exclosure
30813,3,PB,F,26,33,6/4/2000,Sun,Long-term Krat Exclosure
30814,3,PB,M,26,36,6/4/2000,Sun,Long-term Krat Exclosure
30824,4,PB,M,31,31,6/4/2000,Sun,Control
30826,4,DM,M,36,46,6/4/2000,Sun,Control
30831,6,PP,F,21,9,6/4/2000,Sun,Short-term Krat Exclosure
30836,6,PB,F,26,36,6/4/2000,Sun,Short-term Krat Exclosure
30837,6,PB,F,25,20,6/4/2000,Sun,Short-term Krat Exclosure
30838,6,PP,F,22,18,6/4/2000,Sun,Short-term Krat Exclosure
30840,6,PB,M,25,32,6/4/2000,Sun,Short-term Krat Exclosure
30841,6,PB,F,25,21,6/4/2000,Sun,Short-term Krat Exclosure
30844,11,PP,F,22,21,6/4/2000,Sun,Control
30846,11,PP,M,22,18,6/4/2000,Sun,Control
30854,9,DM,M,36,46,6/4/2000,Sun,Spectab exclosure
30857,9,DO,M,35,44,6/4/2000,Sun,Spectab exclosure
30858,9,DM,M,35,45,6/4/2000,Sun,Spectab exclosure
30859,9,OT,M,20,26,6/4/2000,Sun,Spectab exclosure
30860,9,PP,M,22,19,6/4/2000,Sun,Spectab exclosure
30865,8,PP,F,22,20,6/4/2000,Sun,Control
30867,8,DO,M,35,50,6/4/2000,Sun,Control
30868,8,PP,F,21,8,6/4/2000,Sun,Control
30870,8,DO,M,37,32,6/4/2000,Sun,Control
30871,8,PP,F,22,21,6/4/2000,Sun,Control
30872,8,PP,F,21,18,6/4/2000,Sun,Control
30873,8,PB,M,26,40,6/4/2000,Sun,Control
30875,13,PB,M,25,16,6/4/2000,Sun,Short-term Krat Exclosure
30876,13,OT,F,21,35,6/4/2000,Sun,Short-term Krat Exclosure
30877,13,PB,M,26,18,6/4/2000,Sun,Short-term Krat Exclosure
30878,13,PP,F,22,17,6/4/2000,Sun,Short-term Krat Exclosure
30880,14,DM,M,36,43,6/4/2000,Sun,Control
30881,14,DM,M,34,24,6/4/2000,Sun,Control
30883,15,PP,F,22,19,6/4/2000,Sun,Long-term Krat Exclosure
30888,15,PP,F,21,16,6/4/2000,Sun,Long-term Krat Exclosure
30889,15,PP,F,21,16,6/4/2000,Sun,Long-term Krat Exclosure
30894,16,PB,M,25,38,6/4/2000,Sun,Rodent Exclosure
30901,1,PP,F,21,14,7/1/2000,Sat,Spectab exclosure
30904,1,PB,M,26,20,7/1/2000,Sat,Spectab exclosure
30905,1,PB,F,26,30,7/1/2000,Sat,Spectab exclosure
30908,1,PP,F,22,21,7/1/2000,Sat,Spectab exclosure
30910,2,PB,M,26,21,7/1/2000,Sat,Control
30917,2,PB,M,25,25,7/1/2000,Sat,Control
30919,2,PB,F,26,30,7/1/2000,Sat,Control
30924,12,PP,M,22,18,7/1/2000,Sat,Control
30929,12,OT,F,21,29,7/1/2000,Sat,Control
30930,12,PP,F,21,15,7/1/2000,Sat,Control
30932,19,PB,M,27,29,7/1/2000,Sat,Long-term Krat Exclosure
30935,19,PB,M,26,48,7/1/2000,Sat,Long-term Krat Exclosure
30938,19,PP,M,21,17,7/1/2000,Sat,Long-term Krat Exclosure
30945,18,PB,F,26,24,7/1/2000,Sat,Short-term Krat Exclosure
30946,22,PB,F,26,33,7/1/2000,Sat,Control
30950,22,PB,F,26,40,7/1/2000,Sat,Control
30952,22,PP,M,22,16,7/1/2000,Sat,Control
30957,21,PB,F,26,29,7/1/2000,Sat,Long-term Krat Exclosure
30958,21,PB,F,25,45,7/1/2000,Sat,Long-term Krat Exclosure
30960,21,PB,F,25,28,7/1/2000,Sat,Long-term Krat Exclosure
30962,20,PP,F,21,11,7/1/2000,Sat,Short-term Krat Exclosure
30967,20,NL,F,33,174,7/1/2000,Sat,Short-term Krat Exclosure
30972,17,PP,M,21,14,7/1/2000,Sat,Control
30973,17,PP,F,22,22,7/1/2000,Sat,Control
30974,17,DM,F,36,43,7/1/2000,Sat,Control
30979,17,DM,F,34,43,7/1/2000,Sat,Control
30983,24,PB,M,26,28,7/1/2000,Sat,Rodent Exclosure
30985,24,NL,M,27,140,7/1/2000,Sat,Rodent Exclosure
30990,3,OT,M,19,22,7/2/2000,Sun,Long-term Krat Exclosure
30993,3,PP,M,20,13,7/2/2000,Sun,Long-term Krat Exclosure
30995,3,PB,F,24,34,7/2/2000,Sun,Long-term Krat Exclosure
30997,3,PP,M,20,16,7/2/2000,Sun,Long-term Krat Exclosure
30998,3,PB,M,25,26,7/2/2000,Sun,Long-term Krat Exclosure
31001,4,PB,F,24,28,7/2/2000,Sun,Control
31006,4,PB,M,25,21,7/2/2000,Sun,Control
31009,6,PP,F,19,13,7/2/2000,Sun,Short-term Krat Exclosure
31014,6,PP,M,22,14,7/2/2000,Sun,Short-term Krat Exclosure
31015,6,PB,M,26,26,7/2/2000,Sun,Short-term Krat Exclosure
31017,11,PP,M,21,14,7/2/2000,Sun,Control
31020,11,OT,F,21,18,7/2/2000,Sun,Control
31028,9,DM,M,35,48,7/2/2000,Sun,Spectab exclosure
31029,9,PP,F,20,16,7/2/2000,Sun,Spectab exclosure
31035,9,PP,M,21,15,7/2/2000,Sun,Spectab exclosure
31039,9,OT,M,19,29,7/2/2000,Sun,Spectab exclosure
31042,9,DM,M,35,40,7/2/2000,Sun,Spectab exclosure
31045,8,PP,F,20,14,7/2/2000,Sun,Control
31046,8,DM,M,34,53,7/2/2000,Sun,Control
31048,8,PB,F,25,32,7/2/2000,Sun,Control
31051,8,PB,F,26,36,7/2/2000,Sun,Control
31052,8,PP,F,20,17,7/2/2000,Sun,Control
31055,8,PP,F,21,16,7/2/2000,Sun,Control
31056,13,PB,M,24,17,7/2/2000,Sun,Short-term Krat Exclosure
31058,13,PP,M,24,17,7/2/2000,Sun,Short-term Krat Exclosure
31061,13,PB,F,26,29,7/2/2000,Sun,Short-term Krat Exclosure
31062,13,PB,F,25,34,7/2/2000,Sun,Short-term Krat Exclosure
31067,14,PP,M,20,17,7/2/2000,Sun,Control
31070,14,DM,M,37,45,7/2/2000,Sun,Control
31074,14,DM,M,36,47,7/2/2000,Sun,Control
31083,15,PP,M,21,16,7/2/2000,Sun,Long-term Krat Exclosure
31085,15,SH,M,25,51,7/2/2000,Sun,Long-term Krat Exclosure
31088,10,PB,M,24,27,7/2/2000,Sun,Rodent Exclosure
31089,10,OT,M,19,15,7/2/2000,Sun,Rodent Exclosure
31096,1,PP,M,22,13,7/22/2000,Sat,Spectab exclosure
31099,1,PB,F,26,25,7/22/2000,Sat,Spectab exclosure
31102,1,PP,M,22,17,7/22/2000,Sat,Spectab exclosure
31103,1,PP,F,22,11,7/22/2000,Sat,Spectab exclosure
31105,2,PB,M,26,31,7/22/2000,Sat,Control
31109,2,PB,F,26,25,7/22/2000,Sat,Control
31114,12,PP,M,22,22,7/22/2000,Sat,Control
31115,12,DM,M,37,36,7/22/2000,Sat,Control
31119,12,DM,F,36,49,7/22/2000,Sat,Control
31121,19,PP,M,20,11,7/22/2000,Sat,Long-term Krat Exclosure
31122,19,PP,F,22,19,7/22/2000,Sat,Long-term Krat Exclosure
31126,18,PB,M,27,34,7/22/2000,Sat,Short-term Krat Exclosure
