record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week
18940,8,7,1991,17,DO,M,37,51,1991-08-07,Wednesday
18941,8,7,1991,20,PE,M,20,22,1991-08-07,Wednesday
18943,8,7,1991,2,DO,F,37,49,1991-08-07,Wednesday
18944,8,7,1991,12,OT,M,20,29,1991-08-07,Wednesday
18945,8,7,1991,17,DM,F,37,65,1991-08-07,Wednesday
18946,8,7,1991,1,DO,F,35,44,1991-08-07,Wednesday
18947,8,7,1991,17,PP,M,21,16,1991-08-07,Wednesday
18948,8,7,1991,2,NL,M,32,178,1991-08-07,Wednesday
18949,8,7,1991,22,DM,M,37,47,1991-08-07,Wednesday
18950,8,7,1991,1,PP,F,18,15,1991-08-07,Wednesday
18951,8,7,1991,1,DO,M,36,58,1991-08-07,Wednesday
18952,8,7,1991,24,PE,M,16,26,1991-08-07,Wednesday
18953,8,8,1991,9,DM,F,36,36,1991-08-08,Thursday
18954,8,8,1991,15,PE,M,20,18,1991-08-08,Thursday
18956,8,8,1991,4,DM,F,36,33,1991-08-08,Thursday
18957,8,8,1991,13,PP,F,21,17,1991-08-08,Thursday
18958,8,8,1991,14,DM,F,38,54,1991-08-08,Thursday
18960,8,8,1991,8,PP,F,24,16,1991-08-08,Thursday
18961,8,8,1991,16,RM,M,13,12,1991-08-08,Thursday
18963,8,8,1991,6,PP,F,11,9,1991-08-08,Thursday
18965,8,8,1991,3,PP,F,22,14,1991-08-08,Thursday
18966,8,8,1991,8,DM,M,37,45,1991-08-08,Thursday
18967,8,8,1991,4,DM,M,37,37,1991-08-08,Thursday
18968,8,8,1991,14,OT,F,22,24,1991-08-08,Thursday
18970,8,8,1991,9,DM,F,36,29,1991-08-08,Thursday
18971,8,8,1991,16,RM,F,13,11,1991-08-08,Thursday
18972,8,8,1991,4,DM,M,38,39,1991-08-08,Thursday
18973,8,8,1991,11,DM,F,35,22,1991-08-08,Thursday
18974,8,8,1991,5,PP,F,21,20,1991-08-08,Thursday
18976,8,8,1991,9,DM,F,35,45,1991-08-08,Thursday
18977,8,8,1991,13,OT,F,17,30,1991-08-08,Thursday
18978,8,8,1991,9,DM,M,38,48,1991-08-08,Thursday
18980,8,8,1991,4,RM,F,16,9,1991-08-08,Thursday
18981,8,8,1991,5,OT,M,20,25,1991-08-08,Thursday
18982,8,8,1991,11,DM,M,36,36,1991-08-08,Thursday
18983,8,8,1991,8,OT,M,22,26,1991-08-08,Thursday
18984,8,8,1991,6,PP,F,22,15,1991-08-08,Thursday
18985,8,8,1991,8,DM,F,36,26,1991-08-08,Thursday
18986,8,8,1991,6,PP,F,16,16,1991-08-08,Thursday
18987,8,8,1991,4,DM,M,35,38,1991-08-08,Thursday
18989,8,8,1991,8,DM,M,35,43,1991-08-08,Thursday
18990,8,8,1991,11,DM,F,37,42,1991-08-08,Thursday
18991,8,8,1991,4,DM,M,38,45,1991-08-08,Thursday
18992,8,8,1991,13,OT,M,16,24,1991-08-08,Thursday
18993,8,8,1991,9,OT,F,13,26,1991-08-08,Thursday
18994,8,8,1991,13,PP,F,23,16,1991-08-08,Thursday
18995,8,8,1991,5,OT,M,20,22,1991-08-08,Thursday
18996,8,8,1991,14,DM,M,37,49,1991-08-08,Thursday
18997,8,8,1991,4,DM,M,37,40,1991-08-08,Thursday
18999,8,8,1991,9,DM,M,38,40,1991-08-08,Thursday
19000,8,8,1991,8,DM,F,37,53,1991-08-08,Thursday
19001,8,8,1991,3,PP,F,21,10,1991-08-08,Thursday
19002,8,8,1991,5,OT,F,20,45,1991-08-08,Thursday
19003,8,8,1991,6,OT,F,21,21,1991-08-08,Thursday
19004,8,8,1991,8,DM,F,38,40,1991-08-08,Thursday
19005,8,8,1991,15,RM,F,16,5,1991-08-08,Thursday
19007,8,8,1991,8,DM,F,37,41,1991-08-08,Thursday
19008,8,8,1991,9,DM,M,36,39,1991-08-08,Thursday
19009,8,8,1991,3,PP,F,22,18,1991-08-08,Thursday
19010,8,8,1991,15,PP,M,23,18,1991-08-08,Thursday
19011,8,8,1991,11,DM,M,37,53,1991-08-08,Thursday
19012,8,8,1991,5,RM,F,16,10,1991-08-08,Thursday
19013,9,9,1991,2,DO,F,37,48,1991-09-09,Monday
19014,9,9,1991,18,OT,F,20,21,1991-09-09,Monday
19016,9,9,1991,1,OT,F,19,29,1991-09-09,Monday
19017,9,9,1991,2,OT,M,22,22,1991-09-09,Monday
19018,9,9,1991,1,DO,M,37,53,1991-09-09,Monday
19019,9,9,1991,2,OT,F,22,24,1991-09-09,Monday
19020,9,9,1991,7,PE,M,20,23,1991-09-09,Monday
19021,9,9,1991,1,PP,F,14,22,1991-09-09,Monday
19022,9,9,1991,12,DM,M,34,42,1991-09-09,Monday
19023,9,9,1991,7,PE,M,11,12,1991-09-09,Monday
19024,9,9,1991,2,DO,F,35,52,1991-09-09,Monday
19025,9,9,1991,12,DM,M,37,41,1991-09-09,Monday
19026,9,9,1991,7,PE,F,16,11,1991-09-09,Monday
19027,9,9,1991,1,PP,F,21,16,1991-09-09,Monday
19028,9,9,1991,18,OT,M,21,27,1991-09-09,Monday
19029,9,9,1991,1,DO,M,35,48,1991-09-09,Monday
19030,9,9,1991,1,DO,M,37,57,1991-09-09,Monday
19031,9,9,1991,22,DS,F,50,108,1991-09-09,Monday
19032,9,9,1991,2,NL,M,31,180,1991-09-09,Monday
19033,9,9,1991,22,DM,F,36,36,1991-09-09,Monday
19034,9,9,1991,1,DO,M,36,54,1991-09-09,Monday
19036,9,9,1991,18,PF,F,16,6,1991-09-09,Monday
19037,9,9,1991,1,DO,F,34,46,1991-09-09,Monday
19038,9,9,1991,2,PP,F,23,15,1991-09-09,Monday
19039,9,9,1991,18,PF,M,16,7,1991-09-09,Monday
19040,9,9,1991,2,OT,F,20,18,1991-09-09,Monday
19041,9,9,1991,2,PE,M,22,16,1991-09-09,Monday
19042,9,9,1991,12,OT,M,21,29,1991-09-09,Monday
19044,9,10,1991,9,DM,F,37,37,1991-09-10,Tuesday
19045,9,10,1991,20,RM,M,17,12,1991-09-10,Tuesday
19046,9,10,1991,8,DM,M,37,48,1991-09-10,Tuesday
19047,9,10,1991,24,OT,M,20,20,1991-09-10,Tuesday
19048,9,10,1991,9,DM,F,31,34,1991-09-10,Tuesday
19049,9,10,1991,21,SH,F,28,63,1991-09-10,Tuesday
19050,9,10,1991,3,PP,F,24,19,1991-09-10,Tuesday
19051,9,10,1991,11,PP,M,22,17,1991-09-10,Tuesday
19052,9,10,1991,20,PP,M,21,14,1991-09-10,Tuesday
19053,9,10,1991,3,PF,F,14,8,1991-09-10,Tuesday
19054,9,10,1991,11,OT,M,22,25,1991-09-10,Tuesday
19056,9,10,1991,11,DM,M,37,42,1991-09-10,Tuesday
19057,9,10,1991,3,PP,F,22,14,1991-09-10,Tuesday
19058,9,10,1991,8,DM,M,36,45,1991-09-10,Tuesday
19059,9,10,1991,17,OT,F,20,27,1991-09-10,Tuesday
19060,9,10,1991,8,DM,M,36,41,1991-09-10,Tuesday
19061,9,10,1991,17,DO,F,38,42,1991-09-10,Tuesday
19062,9,10,1991,8,DM,F,37,50,1991-09-10,Tuesday
19063,9,10,1991,9,DM,M,36,41,1991-09-10,Tuesday
19064,9,10,1991,11,DM,F,36,47,1991-09-10,Tuesday
19065,9,10,1991,24,OT,F,21,37,1991-09-10,Tuesday
19066,9,10,1991,9,DM,M,38,51,1991-09-10,Tuesday
19067,9,10,1991,9,DM,M,37,42,1991-09-10,Tuesday
19068,9,10,1991,24,DM,F,36,36,1991-09-10,Tuesday
19069,9,10,1991,17,DM,M,36,55,1991-09-10,Tuesday
19071,9,10,1991,3,PE,M,21,23,1991-09-10,Tuesday
19072,9,10,1991,8,DM,F,36,44,1991-09-10,Tuesday
19075,9,11,1991,14,DM,F,38,44,1991-09-11,Wednesday
19076,9,11,1991,13,PP,F,25,28,1991-09-11,Wednesday
19077,9,11,1991,4,DM,F,37,55,1991-09-11,Wednesday
19078,9,11,1991,15,PE,M,22,19,1991-09-11,Wednesday
19079,9,11,1991,4,DM,M,37,43,1991-09-11,Wednesday
19080,9,11,1991,13,OT,F,21,26,1991-09-11,Wednesday
19081,9,11,1991,6,PP,F,21,16,1991-09-11,Wednesday
19082,9,11,1991,4,DM,F,37,43,1991-09-11,Wednesday
19083,9,11,1991,6,PP,F,21,17,1991-09-11,Wednesday
19084,9,11,1991,14,DM,M,37,44,1991-09-11,Wednesday
19085,9,11,1991,5,RM,M,18,14,1991-09-11,Wednesday
19086,9,11,1991,15,PE,F,19,19,1991-09-11,Wednesday
19087,9,11,1991,6,PF,F,15,9,1991-09-11,Wednesday
19088,9,11,1991,13,PP,M,22,26,1991-09-11,Wednesday
19089,9,11,1991,14,DM,M,36,51,1991-09-11,Wednesday
19090,9,11,1991,4,DM,M,36,48,1991-09-11,Wednesday
19091,9,11,1991,4,PF,F,16,7,1991-09-11,Wednesday
19092,9,11,1991,4,DM,M,37,45,1991-09-11,Wednesday
19093,9,11,1991,13,PP,F,22,15,1991-09-11,Wednesday
19097,10,10,1991,19,OT,M,19,20,1991-10-10,Thursday
19098,10,10,1991,18,PF,M,21,7,1991-10-10,Thursday
19099,10,10,1991,17,DM,F,36,41,1991-10-10,Thursday
19100,10,10,1991,24,PE,M,22,24,1991-10-10,Thursday
19101,10,10,1991,24,RM,F,16,9,1991-10-10,Thursday
19102,10,10,1991,2,PP,F,21,16,1991-10-10,Thursday
19103,10,10,1991,19,PF,F,18,9,1991-10-10,Thursday
19104,10,10,1991,19,PF,F,16,8,1991-10-10,Thursday
19105,10,10,1991,17,DM,M,37,53,1991-10-10,Thursday
19106,10,10,1991,7,PE,M,20,23,1991-10-10,Thursday
19107,10,10,1991,2,DO,F,34,50,1991-10-10,Thursday
19108,10,10,1991,21,PP,F,25,30,1991-10-10,Thursday
19110,10,10,1991,7,PE,F,20,20,1991-10-10,Thursday
19111,10,10,1991,12,DM,F,33,42,1991-10-10,Thursday
19112,10,10,1991,12,DM,M,36,46,1991-10-10,Thursday
19113,10,10,1991,20,PF,F,14,6,1991-10-10,Thursday
19114,10,10,1991,22,DS,F,47,106,1991-10-10,Thursday
19115,10,10,1991,21,PF,F,15,7,1991-10-10,Thursday
19116,10,10,1991,22,DM,F,36,37,1991-10-10,Thursday
19117,10,10,1991,12,DM,M,35,40,1991-10-10,Thursday
19118,10,10,1991,7,RM,F,16,13,1991-10-10,Thursday
19119,10,10,1991,17,PF,F,14,7,1991-10-10,Thursday
19120,10,10,1991,18,RM,M,17,7,1991-10-10,Thursday
19122,10,10,1991,1,DO,M,36,53,1991-10-10,Thursday
19123,10,10,1991,1,DM,M,34,52,1991-10-10,Thursday
19124,10,10,1991,2,OT,M,20,24,1991-10-10,Thursday
19126,10,10,1991,1,PP,F,20,14,1991-10-10,Thursday
19127,10,10,1991,18,OT,M,21,25,1991-10-10,Thursday
19128,10,10,1991,17,DO,F,36,50,1991-10-10,Thursday
19129,10,10,1991,17,DO,F,36,55,1991-10-10,Thursday
19130,10,10,1991,2,DO,F,36,53,1991-10-10,Thursday
19131,10,10,1991,7,PP,F,21,12,1991-10-10,Thursday
19132,10,10,1991,1,DO,F,34,48,1991-10-10,Thursday
19133,10,10,1991,12,DM,F,36,43,1991-10-10,Thursday
19134,10,10,1991,17,PE,F,20,17,1991-10-10,Thursday
19135,10,10,1991,22,PP,F,16,26,1991-10-10,Thursday
19136,10,10,1991,2,OT,F,21,21,1991-10-10,Thursday
19137,10,10,1991,18,PF,F,14,8,1991-10-10,Thursday
19138,10,10,1991,1,DO,M,36,59,1991-10-10,Thursday
19140,10,10,1991,17,OT,F,17,22,1991-10-10,Thursday
19142,10,11,1991,9,DM,F,35,38,1991-10-11,Friday
19143,10,11,1991,8,PE,F,20,18,1991-10-11,Friday
19145,10,11,1991,4,DM,F,35,40,1991-10-11,Friday
19146,10,11,1991,8,OT,M,20,22,1991-10-11,Friday
19147,10,11,1991,3,PP,F,16,28,1991-10-11,Friday
19148,10,11,1991,3,PP,F,16,14,1991-10-11,Friday
19149,10,11,1991,6,PP,F,21,15,1991-10-11,Friday
19150,10,11,1991,4,PF,F,15,7,1991-10-11,Friday
19151,10,11,1991,6,PP,M,20,14,1991-10-11,Friday
19152,10,11,1991,8,DO,M,36,55,1991-10-11,Friday
19153,10,11,1991,14,DM,F,36,43,1991-10-11,Friday
19154,10,11,1991,14,DM,F,36,43,1991-10-11,Friday
19155,10,11,1991,11,RM,M,17,11,1991-10-11,Friday
19156,10,11,1991,13,OT,M,20,22,1991-10-11,Friday
19157,10,11,1991,9,DM,F,36,44,1991-10-11,Friday
19158,10,11,1991,14,DM,M,36,50,1991-10-11,Friday
19159,10,11,1991,3,OT,M,21,24,1991-10-11,Friday
19160,10,11,1991,8,DM,M,36,43,1991-10-11,Friday
19161,10,11,1991,8,OT,F,20,22,1991-10-11,Friday
19162,10,11,1991,4,DM,M,38,47,1991-10-11,Friday
19163,10,11,1991,9,DM,F,35,37,1991-10-11,Friday
19164,10,11,1991,13,PF,F,15,7,1991-10-11,Friday
19165,10,11,1991,13,OT,F,14,23,1991-10-11,Friday
19166,10,11,1991,16,RM,M,18,12,1991-10-11,Friday
19167,10,11,1991,13,PP,F,21,25,1991-10-11,Friday
19168,10,11,1991,13,PP,F,25,29,1991-10-11,Friday
19169,10,11,1991,4,DM,F,38,54,1991-10-11,Friday
19170,10,11,1991,8,DM,M,35,45,1991-10-11,Friday
19171,10,11,1991,3,PF,F,15,8,1991-10-11,Friday
19172,10,11,1991,8,DM,M,36,46,1991-10-11,Friday
19173,10,11,1991,11,RM,M,15,7,1991-10-11,Friday
19174,10,11,1991,9,DM,M,36,51,1991-10-11,Friday
19175,10,11,1991,4,DM,M,36,48,1991-10-11,Friday
19176,10,11,1991,4,DM,M,37,46,1991-10-11,Friday
19177,10,11,1991,3,PP,F,21,16,1991-10-11,Friday
19178,10,11,1991,3,PP,F,21,14,1991-10-11,Friday
19179,10,11,1991,6,RM,M,17,8,1991-10-11,Friday
19180,10,11,1991,11,DM,F,37,43,1991-10-11,Friday
19181,10,11,1991,9,DM,M,36,40,1991-10-11,Friday
19182,10,11,1991,3,OT,F,20,24,1991-10-11,Friday
19183,10,11,1991,4,PP,M,21,15,1991-10-11,Friday
19184,10,11,1991,9,DM,M,36,41,1991-10-11,Friday
19185,10,11,1991,14,OT,M,20,20,1991-10-11,Friday
19186,10,11,1991,6,PF,F,14,8,1991-10-11,Friday
19187,10,11,1991,9,PE,M,20,20,1991-10-11,Friday
19188,10,11,1991,8,DM,M,38,44,1991-10-11,Friday
19189,10,11,1991,8,DM,F,37,43,1991-10-11,Friday
19190,10,11,1991,14,DM,M,36,44,1991-10-11,Friday
19191,10,11,1991,13,PF,F,8,15,1991-10-11,Friday
19192,10,11,1991,4,PF,F,15,8,1991-10-11,Friday
19193,10,11,1991,11,PE,F,20,25,1991-10-11,Friday
19194,10,11,1991,8,DM,F,37,43,1991-10-11,Friday
19198,11,13,1991,19,RM,F,16,11,1991-11-13,Wednesday
19199,11,13,1991,23,RM,M,16,12,1991-11-13,Wednesday
19200,11,13,1991,7,RM,M,17,11,1991-11-13,Wednesday
19201,11,13,1991,19,RM,M,16,12,1991-11-13,Wednesday
19202,11,13,1991,23,RM,F,17,19,1991-11-13,Wednesday
19203,11,13,1991,7,PE,F,15,18,1991-11-13,Wednesday
19204,11,13,1991,18,OT,F,23,21,1991-11-13,Wednesday
19205,11,13,1991,2,DO,F,35,48,1991-11-13,Wednesday
19206,11,13,1991,19,PF,F,12,14,1991-11-13,Wednesday
19208,11,13,1991,22,OT,F,17,26,1991-11-13,Wednesday
19209,11,13,1991,18,PF,M,14,8,1991-11-13,Wednesday
19210,11,13,1991,23,RM,F,17,14,1991-11-13,Wednesday
19211,11,13,1991,12,RM,F,16,9,1991-11-13,Wednesday
19212,11,13,1991,2,DO,M,35,51,1991-11-13,Wednesday
19214,11,13,1991,1,DM,M,36,51,1991-11-13,Wednesday
19215,11,13,1991,2,OL,F,18,25,1991-11-13,Wednesday
19216,11,13,1991,1,DM,M,36,52,1991-11-13,Wednesday
19219,11,13,1991,7,RM,M,16,9,1991-11-13,Wednesday
19221,11,13,1991,1,DO,M,36,56,1991-11-13,Wednesday
19222,11,13,1991,22,OT,M,26,26,1991-11-13,Wednesday
19223,11,13,1991,2,OT,F,20,24,1991-11-13,Wednesday
19224,11,13,1991,12,RM,F,17,9,1991-11-13,Wednesday
19225,11,13,1991,18,RM,M,16,12,1991-11-13,Wednesday
19226,11,13,1991,7,RM,F,17,10,1991-11-13,Wednesday
19227,11,13,1991,12,DM,M,35,45,1991-11-13,Wednesday
19228,11,13,1991,12,DM,F,34,43,1991-11-13,Wednesday
19229,11,13,1991,19,OT,M,20,24,1991-11-13,Wednesday
19230,11,13,1991,12,DM,M,36,44,1991-11-13,Wednesday
19231,11,13,1991,18,PF,F,15,12,1991-11-13,Wednesday
19232,11,13,1991,22,DS,F,46,110,1991-11-13,Wednesday
19233,11,13,1991,1,OT,F,21,24,1991-11-13,Wednesday
19234,11,13,1991,18,RM,F,12,14,1991-11-13,Wednesday
19235,11,13,1991,7,RM,F,17,10,1991-11-13,Wednesday
19237,11,13,1991,12,RM,M,16,8,1991-11-13,Wednesday
19238,11,13,1991,2,OT,M,20,25,1991-11-13,Wednesday
19240,11,13,1991,19,RM,F,16,9,1991-11-13,Wednesday
19241,11,13,1991,22,RM,M,14,7,1991-11-13,Wednesday
19242,11,13,1991,12,DM,F,36,41,1991-11-13,Wednesday
19243,11,13,1991,7,RM,F,16,12,1991-11-13,Wednesday
19244,11,13,1991,22,DM,F,36,36,1991-11-13,Wednesday
19245,11,13,1991,2,NL,F,36,165,1991-11-13,Wednesday
19246,11,13,1991,19,PF,F,14,7,1991-11-13,Wednesday
19247,11,13,1991,19,OT,M,20,22,1991-11-13,Wednesday
19248,11,13,1991,18,RM,F,16,12,1991-11-13,Wednesday
19250,11,13,1991,7,PE,M,20,23,1991-11-13,Wednesday
19251,11,13,1991,2,OT,M,19,25,1991-11-13,Wednesday
19253,11,13,1991,7,PE,F,21,21,1991-11-13,Wednesday
19254,11,13,1991,1,DO,F,34,50,1991-11-13,Wednesday
19255,11,14,1991,9,DM,F,35,38,1991-11-14,Thursday
19257,11,14,1991,9,DM,F,35,37,1991-11-14,Thursday
19258,11,14,1991,11,RM,M,16,9,1991-11-14,Thursday
19259,11,14,1991,17,DM,M,36,51,1991-11-14,Thursday
19261,11,14,1991,21,RM,F,16,10,1991-11-14,Thursday
19262,11,14,1991,3,PE,M,19,24,1991-11-14,Thursday
19264,11,14,1991,9,DM,M,37,42,1991-11-14,Thursday
19265,11,14,1991,17,DM,F,35,38,1991-11-14,Thursday
19266,11,14,1991,21,PF,F,15,7,1991-11-14,Thursday
19267,11,14,1991,9,OT,M,21,24,1991-11-14,Thursday
19268,11,14,1991,11,OT,M,20,24,1991-11-14,Thursday
19269,11,14,1991,20,RM,M,17,12,1991-11-14,Thursday
19271,11,14,1991,20,RM,F,16,12,1991-11-14,Thursday
19272,11,14,1991,21,RM,M,16,11,1991-11-14,Thursday
19273,11,14,1991,24,RM,M,17,13,1991-11-14,Thursday
19275,11,14,1991,24,PE,F,20,24,1991-11-14,Thursday
19276,11,14,1991,3,PP,F,26,27,1991-11-14,Thursday
19277,11,14,1991,11,RM,M,16,9,1991-11-14,Thursday
19278,11,14,1991,3,OT,M,21,35,1991-11-14,Thursday
19279,11,14,1991,8,DM,M,35,45,1991-11-14,Thursday
19281,11,14,1991,3,PF,F,15,7,1991-11-14,Thursday
19282,11,14,1991,20,RM,F,17,10,1991-11-14,Thursday
19286,11,14,1991,17,DO,F,37,50,1991-11-14,Thursday
19287,11,14,1991,20,PE,M,20,25,1991-11-14,Thursday
19288,11,14,1991,24,RM,F,16,16,1991-11-14,Thursday
19290,11,14,1991,24,RM,F,16,10,1991-11-14,Thursday
19291,11,14,1991,3,RM,M,16,8,1991-11-14,Thursday
19292,11,14,1991,9,OL,M,30,22,1991-11-14,Thursday
19293,11,14,1991,11,PE,F,21,23,1991-11-14,Thursday
19294,11,14,1991,17,DO,F,36,49,1991-11-14,Thursday
19295,11,14,1991,24,RM,F,17,10,1991-11-14,Thursday
19296,11,14,1991,8,DM,M,36,42,1991-11-14,Thursday
19297,11,14,1991,8,RM,F,16,11,1991-11-14,Thursday
19298,11,14,1991,3,RM,F,17,9,1991-11-14,Thursday
19299,11,14,1991,9,RM,F,13,7,1991-11-14,Thursday
19300,11,14,1991,20,RM,M,13,9,1991-11-14,Thursday
19303,11,14,1991,8,DM,M,35,43,1991-11-14,Thursday
19305,11,14,1991,24,RM,M,17,10,1991-11-14,Thursday
19306,11,14,1991,9,DM,M,37,41,1991-11-14,Thursday
19307,11,14,1991,11,RM,F,18,10,1991-11-14,Thursday
19308,11,14,1991,8,DO,F,35,50,1991-11-14,Thursday
19310,11,14,1991,9,DM,M,36,41,1991-11-14,Thursday
19311,11,14,1991,21,PP,F,15,30,1991-11-14,Thursday
19312,11,14,1991,8,DM,F,37,43,1991-11-14,Thursday
19313,11,14,1991,9,DM,F,36,42,1991-11-14,Thursday
19314,11,14,1991,20,RM,M,12,7,1991-11-14,Thursday
19315,11,14,1991,11,DM,F,36,42,1991-11-14,Thursday
19316,11,14,1991,21,RM,F,14,7,1991-11-14,Thursday
19317,11,14,1991,17,RM,F,16,10,1991-11-14,Thursday
19318,11,15,1991,4,DM,F,37,39,1991-11-15,Friday
19319,11,15,1991,13,RM,M,18,11,1991-11-15,Friday
19320,11,15,1991,14,DM,M,37,39,1991-11-15,Friday
19321,11,15,1991,5,RM,M,16,9,1991-11-15,Friday
19322,11,15,1991,4,DM,M,38,42,1991-11-15,Friday
19323,11,15,1991,15,PE,M,20,23,1991-11-15,Friday
19324,11,15,1991,14,DM,F,36,39,1991-11-15,Friday
19325,11,15,1991,10,PE,M,20,24,1991-11-15,Friday
19326,11,15,1991,6,DM,M,37,41,1991-11-15,Friday
19327,11,15,1991,6,PP,M,19,15,1991-11-15,Friday
19328,11,15,1991,13,PF,M,15,7,1991-11-15,Friday
19329,11,15,1991,15,RM,M,16,8,1991-11-15,Friday
19330,11,15,1991,4,DM,M,37,50,1991-11-15,Friday
19331,11,15,1991,13,PE,M,20,24,1991-11-15,Friday
19332,11,15,1991,5,OT,M,20,26,1991-11-15,Friday
19333,11,15,1991,4,DM,F,39,50,1991-11-15,Friday
19334,11,15,1991,4,DM,F,37,45,1991-11-15,Friday
19335,11,15,1991,5,RM,M,16,11,1991-11-15,Friday
19336,11,15,1991,4,PF,F,15,7,1991-11-15,Friday
19337,11,15,1991,6,PF,F,15,7,1991-11-15,Friday
19338,11,15,1991,14,DM,F,35,34,1991-11-15,Friday
19339,11,15,1991,4,OT,F,21,24,1991-11-15,Friday
19340,11,15,1991,6,PF,F,15,7,1991-11-15,Friday
19341,11,15,1991,15,OT,M,20,24,1991-11-15,Friday
19342,11,15,1991,13,RM,M,17,9,1991-11-15,Friday
19343,11,15,1991,5,RM,F,17,12,1991-11-15,Friday
19344,11,15,1991,15,RM,F,17,14,1991-11-15,Friday
19345,11,15,1991,14,DM,M,36,47,1991-11-15,Friday
19346,11,15,1991,4,DM,F,35,37,1991-11-15,Friday
19347,11,15,1991,13,PF,F,15,7,1991-11-15,Friday
19349,11,15,1991,10,RM,F,17,9,1991-11-15,Friday
19351,11,15,1991,14,RM,M,17,9,1991-11-15,Friday
19352,11,15,1991,6,RM,F,17,12,1991-11-15,Friday
19353,11,15,1991,4,DM,M,37,47,1991-11-15,Friday
19354,11,15,1991,6,RM,F,16,9,1991-11-15,Friday
19355,11,15,1991,6,RM,M,16,9,1991-11-15,Friday
19356,11,15,1991,16,RM,M,16,8,1991-11-15,Friday
19357,11,15,1991,4,PF,M,16,8,1991-11-15,Friday
19358,11,15,1991,6,RM,M,16,12,1991-11-15,Friday
19359,11,15,1991,4,OT,M,20,25,1991-11-15,Friday
19361,11,15,1991,16,RM,M,17,9,1991-11-15,Friday
19362,11,15,1991,6,RM,M,15,8,1991-11-15,Friday
19363,11,15,1991,4,DM,M,36,54,1991-11-15,Friday
19364,11,15,1991,14,DM,M,35,42,1991-11-15,Friday
19366,11,15,1991,10,RM,F,17,8,1991-11-15,Friday
19367,11,15,1991,13,PP,M,26,29,1991-11-15,Friday
19368,11,15,1991,13,PF,F,15,7,1991-11-15,Friday
19369,11,15,1991,4,OT,M,21,26,1991-11-15,Friday
19370,12,7,1991,23,RM,M,16,11,1991-12-07,Saturday
19371,12,7,1991,12,DM,M,35,47,1991-12-07,Saturday
19372,12,7,1991,19,RM,M,16,12,1991-12-07,Saturday
19373,12,7,1991,7,PE,M,21,21,1991-12-07,Saturday
19374,12,7,1991,17,DM,F,36,38,1991-12-07,Saturday
19375,12,7,1991,7,RM,F,16,9,1991-12-07,Saturday
19376,12,7,1991,18,OT,F,19,21,1991-12-07,Saturday
19377,12,7,1991,19,OT,F,19,26,1991-12-07,Saturday
19378,12,7,1991,2,DM,M,36,48,1991-12-07,Saturday
19379,12,7,1991,18,PF,M,15,7,1991-12-07,Saturday
19381,12,7,1991,24,RM,F,16,11,1991-12-07,Saturday
19382,12,7,1991,18,RM,M,16,9,1991-12-07,Saturday
19383,12,7,1991,7,RM,F,17,10,1991-12-07,Saturday
19384,12,7,1991,19,RM,M,15,13,1991-12-07,Saturday
19385,12,7,1991,7,RM,M,16,11,1991-12-07,Saturday
19387,12,7,1991,7,RM,M,17,10,1991-12-07,Saturday
19388,12,7,1991,12,RM,M,16,9,1991-12-07,Saturday
19389,12,7,1991,7,RM,M,16,9,1991-12-07,Saturday
19390,12,7,1991,1,DM,M,36,54,1991-12-07,Saturday
19391,12,7,1991,2,DO,F,36,49,1991-12-07,Saturday
19392,12,7,1991,17,DM,M,37,50,1991-12-07,Saturday
19393,12,7,1991,24,RM,M,16,11,1991-12-07,Saturday
19394,12,7,1991,2,PE,F,20,20,1991-12-07,Saturday
19395,12,7,1991,12,RM,F,16,9,1991-12-07,Saturday
19396,12,7,1991,21,RM,F,16,10,1991-12-07,Saturday
19397,12,7,1991,20,RM,M,17,8,1991-12-07,Saturday
19398,12,7,1991,23,RM,M,16,9,1991-12-07,Saturday
19400,12,7,1991,24,PE,M,21,27,1991-12-07,Saturday
19401,12,7,1991,20,RM,F,16,11,1991-12-07,Saturday
19402,12,7,1991,1,DO,M,37,53,1991-12-07,Saturday
19403,12,7,1991,24,RM,M,16,10,1991-12-07,Saturday
19404,12,7,1991,19,PE,M,19,23,1991-12-07,Saturday
19405,12,7,1991,1,RM,M,16,9,1991-12-07,Saturday
19406,12,7,1991,12,RM,F,16,9,1991-12-07,Saturday
19407,12,7,1991,17,DO,F,36,51,1991-12-07,Saturday
19408,12,7,1991,18,RM,F,16,13,1991-12-07,Saturday
19411,12,7,1991,2,OL,F,20,24,1991-12-07,Saturday
19412,12,7,1991,1,DO,F,33,51,1991-12-07,Saturday
19414,12,7,1991,19,OT,M,21,25,1991-12-07,Saturday
19415,12,7,1991,24,RM,F,17,9,1991-12-07,Saturday
19416,12,7,1991,1,DM,M,36,42,1991-12-07,Saturday
19419,12,7,1991,24,RM,M,16,12,1991-12-07,Saturday
19420,12,7,1991,1,OL,M,20,26,1991-12-07,Saturday
19421,12,7,1991,17,DO,F,36,30,1991-12-07,Saturday
19422,12,7,1991,19,PF,F,15,7,1991-12-07,Saturday
19423,12,7,1991,17,DO,F,32,29,1991-12-07,Saturday
19425,12,7,1991,17,DO,F,37,48,1991-12-07,Saturday
19426,12,7,1991,2,PE,M,21,23,1991-12-07,Saturday
19427,12,7,1991,2,DM,F,36,41,1991-12-07,Saturday
19428,12,7,1991,24,PE,F,20,24,1991-12-07,Saturday
